provider_id,provider_name,Gender,Birth_date,address,city,state,zip_code,country,telephone_number,speciality_id,emergency_services,overall_rating,rating_footnote
PR0046,Mission Hospital,Female,null,660 Main St,Los Angeles,CA,90001,Los Angeles,+1 (670) 875-9314,"NEURO,HEM",true,4,High patient satisfaction
PR0047,Joseph Yu,NA,1966-11-16,352 Maple Ave,Seattle,WA,98101,King,+1 (383) 158-8584,PED,false,1,null
PR0048,UT Southwestern Medical Center,Female,null,690 Broadway,Columbus,OH,43085,Franklin,+1 (208) 734-5990,RAD,true,2,Recent quality improvements
PR0049,Maimonides Medical Center,NA,null,443 Oak St,Fort Worth,TX,76101,Tarrant,+1 (474) 900-3171,"ENDO,GEN",false,1,High patient satisfaction
PR0050,Mayo Clinic,NA,null,752 Broadway,Seattle,WA,98101,King,+1 (746) 783-4809,"ONCO,ENDO",true,5,High patient satisfaction
PR0051,Ochsner Medical Center,NA,null,977 Broadway,San Antonio,TX,78201,Bexar,+1 (218) 586-8786,URO,false,2,Limited data
PR0052,Allegheny General Hospital,NA,null,185 Maple Ave,San Diego,CA,92101,San Diego,+1 (975) 613-9543,NEPH,false,3,Recent quality improvements
PR0053,Rush University Medical Center,NA,null,642 Maple Ave,San Jose,CA,95101,Santa Clara,+1 (769) 537-4559,ALL,true,2,High patient satisfaction
PR0054,UC San Diego Health,NA,null,550 Oak St,Indianapolis,IN,46201,Marion,+1 (462) 425-2138,ENT,true,1,Limited data
PR0055,Inova Fairfax Hospital,NA,null,673 Maple Ave,Austin,TX,73301,Travis,+1 (966) 201-7492,OBGYN,true,4,Limited data
PR0056,William Cook,NA,1968-04-17,981 Main St,Houston,TX,77001,Harris,+1 (561) 916-5416,ALL,false,3,null
PR0057,Farrah Agahi,NA,1966-04-26,620 Main St,Jacksonville,FL,32099,Duval,+1 (372) 558-6235,DERMA,false,5,Recent quality improvements
PR0058,NYC Health Hospitals,Male,null,904 Broadway,San Antonio,TX,78201,Bexar,+1 (915) 507-1940,PSY,false,1,Limited data
PR0059,Baptist Health South Florida,Male,null,143 Broadway,New York,NY,10001,New York,+1 (840) 556-9440,"ENT,DERMA",true,5,Recent quality improvements
PR0060,Froedtert Hospital,NA,null,775 Oak St,Philadelphia,PA,19101,Philadelphia,+1 (583) 787-1015,ENDO,false,4,High patient satisfaction
PR0061,Saint Alphonsus Regional Medical Center,NA,null,715 Main St,Seattle,WA,98101,King,+1 (545) 604-1246,"URO,GEN",false,3,null
PR0062,Carilion Roanoke Memorial,NA,null,139 Broadway,Washington,DC,20001,District of Columbia,+1 (892) 884-1796,"ALL,ONCO",false,2,Limited data
PR0063,Henry Ford Hospital,NA,null,613 Maple Ave,Fort Worth,TX,76101,Tarrant,+1 (572) 800-6825,ORTHO,true,3,null
PR0064,Emory University Hospital,Male,null,406 Maple Ave,Seattle,WA,98101,King,+1 (471) 418-5345,ORTHO,true,1,null
PR0065,Sanford USD Medical Center,NA,null,573 Oak St,Denver,CO,80201,Denver,+1 (537) 460-1078,"DERMA,URO",true,3,Limited data
PR0066,CoxHealth,NA,null,481 Oak St,San Diego,CA,92101,San Diego,+1 (390) 938-7764,"ENDO,ENT",true,5,Recent quality improvements
PR0067,Raymond E. Barbre,NA,1975-07-28,392 Broadway,Fort Worth,TX,76101,Tarrant,+1 (929) 949-1524,"PSY,CARDIO",true,4,null
PR0068,Children's Hospital of Philadelphia,Female,null,607 Main St,San Diego,CA,92101,San Diego,+1 (740) 724-7465,"GASTRO,RHEUM",false,3,null
PR0069,Larry J. Goates,NA,1970-09-16,413 Oak St,Seattle,WA,98101,King,+1 (489) 185-3322,CARDIO,true,4,Recent quality improvements
PR0070,Children's Hospital of Philadelphia,NA,null,326 Maple Ave,Charlotte,NC,28201,Mecklenburg,+1 (849) 276-7426,ALL,false,1,null
PR0071,Atrium Health Wake Forest,NA,null,589 Maple Ave,Dallas,TX,75201,Dallas,+1 (504) 933-1875,"HEM,ALL",true,3,Recent quality improvements
PR0072,NYU Langone Health,NA,null,344 Main St,Austin,TX,73301,Travis,+1 (267) 855-7548,"HEM,ALL",false,2,Limited data
PR0073,Banner University Medical Center Phoenix,NA,null,700 Broadway,San Diego,CA,92101,San Diego,+1 (266) 824-8960,"RAD,CARDIO",false,2,High patient satisfaction
PR0074,Cincinnati Children's Hospital,NA,null,487 Main St,Fort Worth,TX,76101,Tarrant,+1 (807) 686-5838,RHEUM,true,2,Recent quality improvements
PR0075,Christopher D. Stansbury,Male,1980-01-16,756 Broadway,Phoenix,AZ,85001,Maricopa,+1 (581) 123-9651,PED,true,2,null
PR0076,Altru Health System,NA,null,705 Broadway,Indianapolis,IN,46201,Marion,+1 (205) 960-9340,HEM,false,3,High patient satisfaction
PR0077,University of Michigan Hospitals,Male,null,822 Broadway,Dallas,TX,75201,Dallas,+1 (385) 351-6992,"PED,DERMA",false,5,Recent quality improvements
PR0078,Boston Children's Hospital,NA,null,413 Maple Ave,Houston,TX,77001,Harris,+1 (943) 818-9778,URO,false,4,Recent quality improvements
PR0079,Mark Z. Vrana,Male,1970-06-29,429 Maple Ave,New York,NY,10001,New York,+1 (720) 787-1560,"CARDIO,OBGYN",true,3,null
PR0080,UCHealth Memorial Hospital,NA,null,172 Oak St,New York,NY,10001,New York,+1 (221) 276-3742,GEN,true,5,High patient satisfaction
PR0081,Sentara Norfolk General,NA,null,853 Broadway,Jacksonville,FL,32099,Duval,+1 (208) 710-7907,"NEURO,RHEUM",false,2,Recent quality improvements
PR0082,M Health Fairview,NA,null,837 Maple Ave,Philadelphia,PA,19101,Philadelphia,+1 (816) 401-6458,"PULM,ENDO",false,3,Recent quality improvements
PR0083,MUSC Health,NA,null,454 Broadway,Washington,DC,20001,District of Columbia,+1 (903) 587-7091,"OBGYN,NEURO",true,5,High patient satisfaction
PR0084,Brigham and Women's Hospital,NA,null,673 Main St,Charlotte,NC,28201,Mecklenburg,+1 (973) 682-1889,"RHEUM,SURG",true,5,Limited data
PR0085,Greenwich Hospital,Female,null,125 Oak St,Austin,TX,73301,Travis,+1 (813) 172-1088,"PULM,OBGYN",false,4,null
PR0086,Swedish Medical Center,Male,null,554 Broadway,Dallas,TX,75201,Dallas,+1 (279) 389-2357,"RHEUM,ALL",true,5,null
PR0087,Piedmont Atlanta Hospital,NA,null,390 Main St,Los Angeles,CA,90001,Los Angeles,+1 (350) 653-9382,"NEPH,RHEUM",false,1,Limited data
PR0088,Mercy Hospital St. Louis,NA,null,895 Oak St,Philadelphia,PA,19101,Philadelphia,+1 (390) 356-4521,"NEURO,ALL",false,5,Limited data
PR0089,UT Southwestern Medical Center,Male,null,712 Main St,Jacksonville,FL,32099,Duval,+1 (596) 321-3898,PED,false,2,Limited data
PR0090,David B. Greene,NA,1974-07-28,568 Broadway,Phoenix,AZ,85001,Maricopa,+1 (643) 551-2614,RHEUM,false,1,null
PR0091,Allegheny General Hospital,NA,null,913 Oak St,New York,NY,10001,New York,+1 (691) 258-2000,"ALL,RAD",true,5,High patient satisfaction
PR0092,William Cook,NA,1963-07-25,222 Broadway,Washington,DC,20001,District of Columbia,+1 (998) 377-2346,"ENT,HEM",false,4,High patient satisfaction
PR0093,Deji Fashemo,Male,1982-04-05,882 Oak St,Jacksonville,FL,32099,Duval,+1 (721) 537-8805,HEM,true,3,Recent quality improvements
PR0094,Baystate Medical Center,NA,null,989 Broadway,Houston,TX,77001,Harris,+1 (808) 623-7609,ENDO,false,4,High patient satisfaction
PR0095,Benjamin J. Martin,NA,1972-10-19,856 Main St,Philadelphia,PA,19101,Philadelphia,+1 (782) 704-2695,"ONCO,ALL",false,5,Limited data
PR0096,Jay B. Patel,NA,1960-09-04,994 Maple Ave,Charlotte,NC,28201,Mecklenburg,+1 (534) 540-9531,"HEM,RAD",false,1,Limited data
PR0097,Regional One Health,NA,null,674 Maple Ave,Houston,TX,77001,Harris,+1 (680) 407-9279,ENDO,true,2,High patient satisfaction
PR0098,Mayo Clinic,Female,null,616 Broadway,Chicago,IL,60601,Cook,+1 (444) 710-7391,"GASTRO,PED",false,3,Recent quality improvements
PR0099,Ahmed A. Elbira,Male,1962-10-14,598 Oak St,Columbus,OH,43085,Franklin,+1 (625) 339-9627,PULM,false,3,null
PR0100,Montefiore Medical Center,NA,null,415 Main St,Los Angeles,CA,90001,Los Angeles,+1 (647) 434-2503,"NEPH,ONCO",true,4,Recent quality improvements
