provider_id,provider_name,Gender,Birth_date,address,city,state,zip_code,country,telephone_number,speciality_id,emergency_services,overall_rating,rating_footnote
PR0319,Texas Children's Hospital,null,null,111 Maple Ave,Los Angeles,CA,90001,Los Angeles,+1 (687) 142-2162,"PULM,NEPH",true,5,Recent quality improvements
PR0320,Parkland Health & Hospital System,null,null,230 Oak St,San Antonio,TX,78201,Bexar,+1 (668) 216-1481,"SURG,ALL",false,1,Limited data
PR0321,Beaumont Hospital,Female,null,636 Oak St,San Antonio,TX,78201,Bexar,+1 (787) 976-2922,"RHEUM,HEM",true,2,null
PR0322,Tatsuo P. Nishino,null,1988-12-12,447 Main St,Austin,TX,73301,Travis,+1 (325) 830-4171,"ENT,ORTHO",false,2,null
PR0323,UCHealth Poudre Valley,Female,null,430 Maple Ave,Denver,CO,80201,Denver,+1 (987) 766-5234,"PULM,ALL",true,3,High patient satisfaction
PR0324,Balbino Beltre,null,1967-07-07,918 Broadway,Jacksonville,FL,32099,Duval,+1 (512) 272-5910,"CARDIO,NEPH",true,1,High patient satisfaction
PR0325,UPMC Presbyterian,null,null,632 Oak St,Jacksonville,FL,32099,Duval,+1 (309) 337-2383,"ALL,PULM",true,1,Recent quality improvements
PR0326,Mount Sii Hospital,null,null,194 Maple Ave,Seattle,WA,98101,King,+1 (642) 971-3639,PSY,true,2,High patient satisfaction
PR0327,Brigham and Women's Hospital,null,null,852 Broadway,New York,NY,10001,New York,+1 (742) 953-9141,"PULM,NEURO",true,2,Recent quality improvements
PR0328,Advocate Lutheran General,null,null,921 Main St,Fort Worth,TX,76101,Tarrant,+1 (401) 686-7446,PULM,true,1,Recent quality improvements
PR0329,UC Davis Medical Center,Female,null,138 Oak St,Seattle,WA,98101,King,+1 (900) 584-9558,ENT,true,3,Limited data
PR0330,UCLA Medical Center,null,null,311 Oak St,Chicago,IL,60601,Cook,+1 (850) 997-7351,GEN,false,5,Limited data
PR0331,Nebraska Medicine,Male,null,295 Main St,Fort Worth,TX,76101,Tarrant,+1 (780) 809-1159,URO,true,5,Limited data
PR0332,Regiol One Health,null,null,706 Broadway,Los Angeles,CA,90001,Los Angeles,+1 (987) 533-4469,"NEPH,RHEUM",true,3,null
PR0333,ChristiaCare,null,null,608 Main St,San Diego,CA,92101,San Diego,+1 (369) 641-4187,GEN,false,5,High patient satisfaction
PR0334,Kapil Mangla,null,1990-08-14,554 Oak St,Seattle,WA,98101,King,+1 (818) 912-4796,"OBGYN,SURG",true,1,null
PR0335,Northwestern Memorial Hospital,null,null,671 Main St,New York,NY,10001,New York,+1 (417) 150-4872,"ENT,NEURO",false,1,null
PR0336,Montefiore Medical Center,null,null,500 Main St,Denver,CO,80201,Denver,+1 (363) 399-8574,ENDO,true,5,null
PR0337,St. Francis Hospital and Medical Center,Male,null,775 Broadway,Austin,TX,73301,Travis,+1 (666) 197-4999,"NEURO,GEN",false,1,High patient satisfaction
PR0338,Froedtert Hospital,null,null,220 Broadway,San Diego,CA,92101,San Diego,+1 (612) 319-8812,ALL,true,4,null
PR0339,Boston Children's Hospital,null,null,763 Maple Ave,Washington,DC,20001,District of Columbia,+1 (771) 351-6945,"RAD,CARDIO",true,1,null
PR0340,Main Line Health,null,null,757 Maple Ave,New York,NY,10001,New York,+1 (754) 105-9387,"PED,PSY",true,4,Recent quality improvements
PR0341,UC Irvine Medical Center,null,null,624 Main St,Columbus,OH,43085,Franklin,+1 (790) 788-8439,GEN,false,5,null
PR0342,Hackensack University Medical Center,null,null,619 Oak St,Philadelphia,PA,19101,Philadelphia,+1 (852) 776-9432,"ALL,NEURO",true,5,Limited data
PR0343,Sentara Norfolk General,null,null,798 Oak St,Columbus,OH,43085,Franklin,+1 (504) 496-1136,"NEPH,PSY",false,2,Limited data
PR0344,Children's tiol Hospital,Female,null,346 Main St,Chicago,IL,60601,Cook,+1 (785) 761-1268,URO,true,4,null
PR0345,Stanford Health Care,null,null,236 Oak St,San Diego,CA,92101,San Diego,+1 (385) 436-8807,ALL,true,2,Recent quality improvements
PR0346,University of Kansas Health System,null,null,531 Maple Ave,Jacksonville,FL,32099,Duval,+1 (879) 264-3001,PSY,true,1,Recent quality improvements
PR0347,Sushmita Rath,null,1972-12-24,352 Broadway,New York,NY,10001,New York,+1 (545) 185-6790,ORTHO,true,3,Recent quality improvements
PR0348,Eastern Maine Medical Center,null,null,693 Maple Ave,Phoenix,AZ,85001,Maricopa,+1 (937) 710-7711,"GASTRO,PSY",false,5,Recent quality improvements
PR0349,Banner University Medical Center Phoenix,null,null,322 Maple Ave,Dallas,TX,75201,Dallas,+1 (299) 649-2409,"URO,OBGYN",false,3,null
PR0350,Austin M. Steil,null,1972-10-11,869 Broadway,Washington,DC,20001,District of Columbia,+1 (347) 114-6029,RAD,true,3,null
PR0351,St. Francis Hospital and Medical Center,null,null,833 Oak St,Houston,TX,77001,Harris,+1 (330) 297-9273,"RAD,URO",true,4,Limited data
PR0352,RWJBarbas Health,null,null,559 Main St,Seattle,WA,98101,King,+1 (576) 663-7998,"URO,ENDO",true,3,High patient satisfaction
PR0353,Yale New Haven Hospital,null,null,163 Main St,San Antonio,TX,78201,Bexar,+1 (496) 837-1021,"ORTHO,ENT",false,5,Recent quality improvements
PR0354,Boston Children's Hospital,null,null,357 Broadway,Los Angeles,CA,90001,Los Angeles,+1 (695) 491-2054,"URO,ALL",false,1,High patient satisfaction
PR0355,Geisinger Medical Center,null,null,236 Oak St,Jacksonville,FL,32099,Duval,+1 (741) 619-5969,"CARDIO,ENDO",false,4,null
PR0356,Houston Methodist,null,null,559 Maple Ave,San Antonio,TX,78201,Bexar,+1 (781) 721-2601,RHEUM,true,5,Limited data
PR0357,University of Michigan Hospitals,null,null,273 Maple Ave,Fort Worth,TX,76101,Tarrant,+1 (505) 201-1155,"GASTRO,HEM",false,3,null
PR0358,Brigham and Women's Hospital,null,null,738 Broadway,Columbus,OH,43085,Franklin,+1 (710) 971-1251,ENT,true,4,Recent quality improvements
PR0359,UCLA Medical Center,Male,null,849 Oak St,Houston,TX,77001,Harris,+1 (553) 385-2582,"ALL,CARDIO",true,3,Recent quality improvements
PR0360,Emory University Hospital,null,null,849 Main St,San Francisco,CA,94101,San Francisco,+1 (791) 189-6825,GASTRO,false,5,High patient satisfaction
PR0361,Barnes-Jewish Hospital,null,null,710 Broadway,Columbus,OH,43085,Franklin,+1 (202) 325-7807,ALL,false,2,null
PR0362,Stony Brook University Hospital,Female,null,975 Broadway,Fort Worth,TX,76101,Tarrant,+1 (609) 619-5265,"DERMA,RHEUM",true,2,Limited data
PR0363,Jefferson Health,null,null,144 Main St,Chicago,IL,60601,Cook,+1 (308) 280-8825,"PULM,GEN",false,1,Recent quality improvements
PR0364,RWJBarbas Health,null,null,127 Main St,Columbus,OH,43085,Franklin,+1 (563) 526-3155,"URO,NEURO",true,2,null
PR0365,Maimonides Medical Center,null,null,729 Broadway,Fort Worth,TX,76101,Tarrant,+1 (826) 125-8972,NEURO,false,3,Limited data
PR0366,Nebraska Medicine,Male,null,473 Main St,Seattle,WA,98101,King,+1 (378) 262-4795,RAD,false,4,Limited data
PR0367,Northwestern Memorial Hospital,null,null,690 Broadway,Philadelphia,PA,19101,Philadelphia,+1 (646) 831-9903,"RHEUM,NEURO",true,2,High patient satisfaction
PR0368,UPMC Presbyterian,null,null,127 Maple Ave,Austin,TX,73301,Travis,+1 (349) 737-9871,"URO,ORTHO",false,3,High patient satisfaction
PR0369,Advocate Lutheran General,null,null,862 Main St,Washington,DC,20001,District of Columbia,+1 (347) 611-6817,RHEUM,true,3,High patient satisfaction
PR0370,Texas Children's Hospital,null,null,166 Maple Ave,Dallas,TX,75201,Dallas,+1 (592) 525-8788,"ORTHO,NEPH",true,3,High patient satisfaction
PR0371,Brigham and Women's Hospital,null,null,611 Broadway,Dallas,TX,75201,Dallas,+1 (702) 707-8146,NEURO,true,1,Recent quality improvements
PR0372,Roper Hospital,Female,null,227 Oak St,San Jose,CA,95101,Santa Clara,+1 (825) 825-2767,"PULM,NEURO",true,3,Limited data
PR0373,Nishabahen V. Patel,null,1989-10-23,927 Maple Ave,Fort Worth,TX,76101,Tarrant,+1 (658) 320-3288,"HEM,ONCO",true,4,Limited data
PR0374,Inova Fairfax Hospital,Female,null,755 Oak St,New York,NY,10001,New York,+1 (783) 495-4768,"HEM,PED",true,1,Recent quality improvements
PR0375,Cedars-Sii Medical Center,null,null,256 Maple Ave,Indiapolis,IN,46201,Marion,+1 (342) 467-4999,"HEM,GASTRO",false,5,null
PR0376,Jacquetta Davis,null,1980-02-05,694 Main St,Philadelphia,PA,19101,Philadelphia,+1 (697) 412-1895,NEPH,true,3,Limited data
PR0377,OhioHealth Riverside,null,null,195 Oak St,New York,NY,10001,New York,+1 (686) 518-8426,PSY,true,5,Limited data
PR0378,Thomas Ellisor,Female,1986-12-05,356 Main St,Washington,DC,20001,District of Columbia,+1 (684) 496-1901,GASTRO,true,1,null
PR0379,Children's Hospital of Philadelphia,Female,null,686 Broadway,Jacksonville,FL,32099,Duval,+1 (216) 572-8439,"OBGYN,PSY",true,1,null
PR0380,Geisinger Medical Center,null,null,224 Maple Ave,San Antonio,TX,78201,Bexar,+1 (475) 266-6848,"CARDIO,RAD",false,3,High patient satisfaction
PR0381,George H. Johnson,Female,1970-12-29,619 Maple Ave,New York,NY,10001,New York,+1 (365) 488-3781,NEPH,true,2,High patient satisfaction
PR0382,Children's Hospital of Philadelphia,Female,null,202 Broadway,Houston,TX,77001,Harris,+1 (747) 595-3337,"SURG,PULM",false,2,High patient satisfaction
PR0383,Greenwich Hospital,null,null,353 Main St,Dallas,TX,75201,Dallas,+1 (244) 227-9654,"URO,NEPH",false,5,Limited data
PR0384,MedStar Georgetown University Hospital,null,null,395 Oak St,Columbus,OH,43085,Franklin,+1 (269) 388-8589,SURG,true,3,High patient satisfaction
PR0385,UC Irvine Medical Center,null,null,142 Oak St,Dallas,TX,75201,Dallas,+1 (912) 576-4293,"PED,RAD",false,1,null
PR0386,The Christ Hospital,Male,null,183 Maple Ave,Indiapolis,IN,46201,Marion,+1 (407) 512-2260,HEM,false,1,null
