member_id,first_name,last_name,date_of_birth,gender,phone,email,street,city,state,postal_code,country,join_date,status,coverage_id
M0726,Susan,Carpenter,1988-07-29,Female,713.691.9297x976,erikajackson@example.net,370 Wheeler Spur,South Kendra,Wisconsin,6833,USA,2025-12-03,Inactive,C0054
M0727,Richard,Cox,1970-11-03,Male,(770)841-4131,sanchezjulie@example.org,9732 Maria Estate,New Ashleyview,Connecticut,89723,USA,2025-06-18,Active,C0839
M0728,Taylor,Jacobs,1992-08-10,Female,8557707158,melissawilliams@example.com,71135 Horne Village Suite 484,Debratown,Alaska,60380,USA,2022-10-20,Active,C0385
M0729,Brian,Small,1970-09-15,Male,(520)809-5209,debra80@example.org,9793 Salas Mission,Tonyafort,Florida,55690,USA,2024-04-02,Active,C0592
M0730,David,Gaines,1966-08-17,Male,685-867-4686,maryhammond@example.org,0590 Daniel Spring Apt. 748,Ramirezton,Missouri,45722,USA,2023-05-05,Inactive,C0982
M0731,Donna,Johnson,1983-12-04,Female,001-894-288-7040,kbailey@example.org,058 Jacqueline Alley Suite 421,Jessicashire,Washington,71924,USA,2023-06-15,Active,C0328
M0732,Brian,Delacruz,1979-07-10,Male,4576439439,gdonovan@example.com,83882 Wallace Camp,Marilynside,Maine,6616,USA,2025-11-03,Active,C0353
M0733,Lauren,Young,1997-07-06,Female,001-788-969-2073x780,fwhite@example.net,30987 Jackson Glens Apt. 104,West Lisaland,Indiana,99130,USA,2021-06-15,Inactive,C0489
M0734,Mary,Thompson,1973-11-27,Female,832.249.9325x5649,codymitchell@example.net,96982 Stanley Summit,East Tammy,Oklahoma,58309,USA,2025-07-05,Inactive,C0248
M0735,Edward,Barnes,1959-03-15,Male,+1-836-328-0045x989,jacobhaynes@example.org,63549 Ferguson Stream Suite 054,Marshberg,Pennsylvania,22688,USA,2026-01-16,Active,C0419
M0736,Hannah,Johnson,2001-06-26,Female,001-580-775-4777x10938,susannelson@example.com,82165 Allen Mission,East Annamouth,Alabama,50451,USA,2025-02-18,Inactive,C0766
M0737,Peter,Aguilar,1994-03-31,Male,480.363.0834x012,sanchezchristopher@example.net,79403 Ramirez Islands Suite 663,West Edward,Michigan,47796,USA,2026-01-13,Inactive,C0599
M0738,Stanley,Davis,1956-09-11,Male,001-794-787-3596x814,anthony02@example.com,626 Joel Lake Suite 289,Hannahstad,New Hampshire,51810,USA,2026-05-06,Inactive,C0453
M0739,John,Graham,1971-07-16,Male,404.900.3925,hunterpriscilla@example.com,80027 Roth Hill,Beckbury,Texas,3085,USA,2023-01-28,Inactive,C0033
M0740,Brittany,Hernandez,1991-08-22,Female,+1-507-715-2884,matthew04@example.com,51095 Adkins Tunnel Suite 544,Anthonyland,Massachusetts,9022,USA,2023-04-21,Active,C0445
M0741,Jessica,Davies,1964-06-11,Female,(764)349-3587x99623,lknight@example.org,3718 Weaver Route,Janetfort,Georgia,72491,USA,2025-04-08,Active,C0863
M0742,Miguel,Mann,1976-01-28,Male,+1-927-959-8210,stuartjones@example.net,1932 Fields Station Apt. 054,Benjaminhaven,Alaska,23949,USA,2023-02-28,Active,C0869
M0743,Kimberly,Bailey,1965-05-31,Female,4838548400,cookkimberly@example.org,6386 Wilson Tunnel,Karenbury,Colorado,98349,USA,2021-09-21,Active,C0621
M0744,Christian,Beck,1985-10-08,Male,(269)949-1943x400,toddjimmy@example.com,6632 Micheal Overpass Suite 566,Lake Julie,Alabama,9747,USA,2023-08-06,Inactive,C0098
M0745,Daniel,Richardson,1959-01-15,Male,7149951346,burnsjaclyn@example.net,94255 Kyle Inlet Apt. 912,South Patrickview,Colorado,16077,USA,2022-12-23,Active,C0043
M0746,William,Lopez,1978-03-12,Male,+1-932-479-9266x423,kimberly08@example.com,160 Levine Wall,Jacobsfort,Nevada,29636,USA,2025-01-17,Active,C0943
M0747,Chelsea,Dominguez,1954-02-03,Female,+1-314-743-0406,rlindsey@example.net,0063 Harmon Harbor Apt. 839,Port Reginald,West Virginia,60075,USA,2022-01-23,Active,C0256
M0748,April,Stone,1972-12-18,Female,667.229.4499,andrewtorres@example.com,044 Jenna Mission,New James,Ohio,88341,USA,2026-03-25,Inactive,C0619
M0749,Robert,Perry,1997-09-10,Male,(629)976-6259x3712,vanessaguerrero@example.com,50464 Martin Manors,East Jeremy,Minnesota,32232,USA,2024-01-09,Active,C0484
M0750,Heather,Hobbs,1962-10-04,Female,001-854-848-0224x657,sbutler@example.com,074 Kelley Prairie,New Nicholasborough,Alabama,76499,USA,2022-10-01,Inactive,C0208
